ID,Name,Created,Updated,Commits_URL,Language_URL,Total_Languages,Repo_URL
302588136,LCA-Java,09/10/2020,01/01/2021,https://api.github.com/repos/jina101/LCA-Java/commits,https://api.github.com/repos/jina101/LCA-Java/languages,1,https://api.github.com/repos/jina101/LCA-Java
303528395,LCA-Python,12/10/2020,01/01/2021,https://api.github.com/repos/jina101/LCA-Python/commits,https://api.github.com/repos/jina101/LCA-Python/languages,1,https://api.github.com/repos/jina101/LCA-Python
317540024,MLA-Assignment,01/12/2020,01/01/2021,https://api.github.com/repos/jina101/MLA-Assignment/commits,https://api.github.com/repos/jina101/MLA-Assignment/languages,1,https://api.github.com/repos/jina101/MLA-Assignment
314227462,REST_API_Access-Visualisation,19/11/2020,02/01/2021,https://api.github.com/repos/jina101/REST_API_Access-Visualisation/commits,https://api.github.com/repos/jina101/REST_API_Access-Visualisation/languages,1,https://api.github.com/repos/jina101/REST_API_Access-Visualisation
318607884,SoftwareApps-PHP-MySQL,04/12/2020,01/01/2021,https://api.github.com/repos/jina101/SoftwareApps-PHP-MySQL/commits,https://api.github.com/repos/jina101/SoftwareApps-PHP-MySQL/languages,1,https://api.github.com/repos/jina101/SoftwareApps-PHP-MySQL
